"Text__TextElement-sc-if376j-0","mMx2LUixlnN_Fu45JpFB src","btE2c3IKaOXZ4VNAb8WQ href","Text__TextElement-sc-if376j-0 2","Text__TextElement-sc-if376j-0 3","Text__TextElement-sc-if376j-0 4","Text__TextElement-sc-if376j-0 href","Text__TextElement-sc-if376j-0 5","Text__TextElement-sc-if376j-0 href 2","standalone-ellipsis-one-line","standalone-ellipsis-one-line href","Text__TextElement-sc-if376j-0 6","Text__TextElement-sc-if376j-0 7"
"164","https://i.scdn.co/image/ab67616d00004851f6fa4a75fccc308f26c726c6","https://open.spotify.com/track/1YnRzw2S56QR16zhKZJMiv","Why Not Me?","","Enrique Iglesias","https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw","","","Euphoria","https://open.spotify.com/album/5JNhQFH8HMKQWP4SITzdoc","Apr 25, 2021","3:39"
"165","https://i.scdn.co/image/ab67616d000048512bdcb339402ebd78651f09c8","https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP","Dusk Till Dawn (feat. Sia) - Radio Edit",",","ZAYN","https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81","Sia","https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN","Icarus Falls","https://open.spotify.com/album/1DF9B2hfwX4EdgEFwGcRwh","Apr 25, 2021","3:59"
"166","https://i.scdn.co/image/ab67616d00004851baf069d2958baf54dd58bee4","https://open.spotify.com/track/7C9drompZEgNsTMPaAfp8t","Heartbeat","","Marcus & Martinus","https://open.spotify.com/artist/3N4FiTxpPQRsrihmTMN349","","","Together","https://open.spotify.com/album/0vNzoZ2y8HiQPXyhjxsZvA","Apr 25, 2021","2:45"
"167","https://i.scdn.co/image/ab67616d000048519f8fb6cc563f5567c41b16b5","https://open.spotify.com/track/4ibYl4U7Ix076zx81cO8YY","Do Or Die","","Axel Johansson","https://open.spotify.com/artist/2xW3pBjCngD69hC1wIUgjA","","","Do Or Die","https://open.spotify.com/album/4SToP2EAJjXcuyppR779uR","May 4, 2021","3:24"
"168","https://i.scdn.co/image/ab67616d000048518058c873c88c1740994a9182","https://open.spotify.com/track/1oUb2nyyq0IWVj1nsuft0H","How to Love (feat. Sofia Reyes)",",","Cash Cash","https://open.spotify.com/artist/1LOB7jTeEV14pHai6EXSzF","Sofía Reyes","https://open.spotify.com/artist/0haZhu4fFKt0Ag94kZDiz2","Blood, Sweat & 3 Years","https://open.spotify.com/album/0KQDN58Lz8CXOsfIG6tQ7X","May 4, 2021","3:39"
"169","https://i.scdn.co/image/ab67616d0000485183fc43cfc25d836e17f8cc30","https://open.spotify.com/track/3sP3c86WFjOzHHnbhhZcLA","Give Your Heart a Break","","Demi Lovato","https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp","","","Unbroken","https://open.spotify.com/album/1ypH0eU9RcE6wngSGSqmeY","May 5, 2021","3:25"
"170","https://i.scdn.co/image/ab67616d00004851145818eb50e59169e5bc939a","https://open.spotify.com/track/0QfmQhr5npxuWQ4zzUDUhB","Just A Dream",", ,","Kurt Hugo Schneider","https://open.spotify.com/artist/2BHswvFd8tMBizVWGcAMLm","Christina Grimmie","https://open.spotify.com/artist/0Cav8jyZKAHMFbAusOmjku","Just A Dream","https://open.spotify.com/album/1uPJ7QS3ff8CRa59GRQtUX","May 5, 2021","4:23"
"171","https://i.scdn.co/image/ab67616d00004851995994477ea1ae8097978bf8","https://open.spotify.com/track/6KHL1En9v6iNWjcs44mcmU","Secret Love Song (feat. Jason Derulo)",",","Little Mix","https://open.spotify.com/artist/3e7awlrlDSwF3iM0WBjGMp","Jason Derulo","https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y","Get Weird (Expanded Edition)","https://open.spotify.com/album/2FnfZiFMv7bmXAIATOJDHs","May 6, 2021","4:09"
"172","https://i.scdn.co/image/ab67616d00004851897f73256b9128a9d70eaf66","https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe","How Long","","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","","","Voicenotes","https://open.spotify.com/album/0mZIUXje90JtHxPNzWsJNR","May 6, 2021","3:20"
"173","https://i.scdn.co/image/ab67616d00004851106e27ed45e687dba9584179","https://open.spotify.com/track/3kCPV6l3F0FH1oIVK69kkK","Attention (Remix) [feat. Kyle]",",","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","KYLE","https://open.spotify.com/artist/4qBgvVog0wzW75IQ48mU7v","Attention (Acoustic + Remixes)","https://open.spotify.com/album/4y0Z0P5jwoy0e6x9aeG8QP","May 6, 2021","3:38"
"174","https://i.scdn.co/image/ab67616d0000485184c53fa832dfa265192419c5","https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m","Mood (feat. iann dior)",",","24kGoldn","https://open.spotify.com/artist/6fWVd57NKTalqvmjRd2t8Z","iann dior","https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS","El Dorado","https://open.spotify.com/album/270o30h7cAlEhBnbuSpFZq","May 21, 2021","2:20"
"175","https://i.scdn.co/image/ab67616d000048510b7c6d46885f7434c99e6d8b","https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9","hot girl bummer","","blackbear","https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM","","","everything means nothing","https://open.spotify.com/album/0fxhOwMkj9lfSIAyTJVnfc","May 21, 2021","3:08"
"176","https://i.scdn.co/image/ab67616d0000485160036f58bbb4b25a7a6f2712","https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",", , ,","24kGoldn","https://open.spotify.com/artist/6fWVd57NKTalqvmjRd2t8Z","Justin Bieber","https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","https://open.spotify.com/album/4PTxbJPI4jj0Kx8hwr1v0T","May 21, 2021","3:12"
"177","https://i.scdn.co/image/ab67616d000048514871f9f098eb7278ae8d1be4","https://open.spotify.com/track/4q0snbJ69gaEbxTf9glk6l","You Don't Know Me",",","Ofenbach","https://open.spotify.com/artist/4AKwRarlmsUlLjIwt38NLw","Brodie Barclay","https://open.spotify.com/artist/0E1vjqJdQfPJPdmzZkrA9w","You Don't Know Me","https://open.spotify.com/album/7AhP0nd2Tdy4mSzlOUjoe5","May 22, 2021","2:27"
"178","https://i.scdn.co/image/ab67616d00004851307d9c005872ca234cea3340","https://open.spotify.com/track/1ME3PNQYZbMGN73NN2Vhlh","In Your Eyes (feat. Alida)",",","Robin Schulz","https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S","Alida","https://open.spotify.com/artist/1kiq2kUV0cbLUhJsr7cpW0","IIII","https://open.spotify.com/album/2QC9gnxGo0MnJ98mLTOf6c","May 22, 2021","3:28"
"179","https://i.scdn.co/image/ab67616d00004851c874b3eb6242b8d632ac2305","https://open.spotify.com/track/32y9LSjv2Q49T3NnkETXCm","OK",",","Robin Schulz","https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S","James Blunt","https://open.spotify.com/artist/7KMqksf0UMdyA0UCf4R3ux","Uncovered","https://open.spotify.com/album/4iu0toRdSjyU0qIdKTWMoY","May 22, 2021","3:09"
"180","https://i.scdn.co/image/ab67616d000048515885e21feca8ad43b2f3f573","https://open.spotify.com/track/4255amV4enzl28KAn16rUO","Are You With Me","","Lost Frequencies","https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7","","","Less Is More","https://open.spotify.com/album/5ofMsLtz8HogkhrlTQ1UaG","May 22, 2021","2:18"
"181","https://i.scdn.co/image/ab67616d00004851fe0b8453036cd35aa89eb6ad","https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL","Post Malone (feat. RANI)",",","Sam Feldt","https://open.spotify.com/artist/20gsENnposVs2I4rQ5kvrf","RANI","https://open.spotify.com/artist/3SYnDj7btg9gFY7ps8m5d5","Post Malone (feat. RANI) [Joe Stone Remix]","https://open.spotify.com/album/45nsubB5EsRVWWqx0ED1ET","May 22, 2021","2:54"
"182","https://i.scdn.co/image/ab67616d000048518a2647063af7c99822127294","https://open.spotify.com/track/7l0FJfyFX20jcT5O0pVRVR","Demons","","Gavin Mikhail","https://open.spotify.com/artist/364ovD0MRp9ezaNTkRoLeA","","","Demons (Imagine Dragons Covers, Etc)","https://open.spotify.com/album/7MdUB9gGiAgX4NfYdo0D50","May 24, 2021","4:17"
"183","https://i.scdn.co/image/ab67616d000048519a627217ff997f2c4fbeb1d5","https://open.spotify.com/track/6NNaopLyzh6eUBPgehMuHo","You Are The Solution",",","Loving Caliber","https://open.spotify.com/artist/6psCCMHymYfQy6VvYRr6cs","Lauren Dunn","https://open.spotify.com/artist/4lWArS9sZlFapsAYig0VWs","You Are The Solution","https://open.spotify.com/album/16Vx4dHhE9gXNIAjNQofAH","May 25, 2021","3:09"
"184","https://i.scdn.co/image/ab67616d00004851647377a36072bd08e44dd32b","https://open.spotify.com/track/1oew3nFNY3vMacJAsvry0S","Me And My Broken Heart","","Rixton","https://open.spotify.com/artist/0kkxsdcaWmWU2yWAqclDh4","","","Let The Road","https://open.spotify.com/album/02ae5i5UAoFrt2peVox9Xd","May 25, 2021","3:13"
"185","https://i.scdn.co/image/ab67616d00004851a108e07c661f9fc54de9c43a","https://open.spotify.com/track/1HvCFAUIWQsWV9zud3UhDl","All Falls Down (feat. Juliander)",", , ,","Alan Walker","https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN","Noah Cyrus","https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW","Different World","https://open.spotify.com/album/3nzuGtN3nXARvvecier4K0","May 25, 2021","3:18"
"185","https://i.scdn.co/image/ab67616d00004851a108e07c661f9fc54de9c43a","https://open.spotify.com/track/1HvCFAUIWQsWV9zud3UhDl","All Falls Down (feat. Juliander)","Alan Walker","May 25, 2021","https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN","3:18","https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW","Different World","https://open.spotify.com/album/3nzuGtN3nXARvvecier4K0",", , ,","Noah Cyrus"
"186","https://i.scdn.co/image/ab67616d00004851c27d89fa8abb3990e2b3a29c","https://open.spotify.com/track/46n9OJc7LOIVdj8t2l5WA5","End Of The Night","","Danny Avila","https://open.spotify.com/artist/5y3G1B8cpCTaoq0uDgjwzH","","","End Of The Night","https://open.spotify.com/album/6N085MPcpJXjWrPf31uHDK","May 25, 2021","3:25"
"187","https://i.scdn.co/image/ab67616d000048518dbc4e0e9adbb64b8f0a699c","https://open.spotify.com/track/37KlH0VnpSi4ip6Xm4wOEB","Glad You Came","","The Wanted","https://open.spotify.com/artist/2NhdGz9EDv2FeUw6udu2g1","","","Battleground (Deluxe Edition)","https://open.spotify.com/album/5o3GXlqXXq4UuDysklbwlg","May 31, 2021","3:17"
"188","https://i.scdn.co/image/ab67616d00004851b804bbd11f864902d452b3a7","https://open.spotify.com/track/3zU9rdflI65tK4dkkNSp77","Heroes (we could be)",",","Alesso","https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t","Tove Lo","https://open.spotify.com/artist/4NHQUGzhtTLFvgF5SZesLK","Forever","https://open.spotify.com/album/0tRVSbmOwilUucqjzU0fQw","Jun 7, 2021","3:30"
"189","https://i.scdn.co/image/ab67616d00004851b67cdf3265fae6af8cc5c833","https://open.spotify.com/track/37CeMeSFSYwXX0Uw2XdLvk","Glowing in the Dark","","The Girl and The Dreamcatcher","https://open.spotify.com/artist/1xVYxkSq6IWhFpSW1OMe41","","","Glowing in the Dark","https://open.spotify.com/album/1OFkcbqleM3vrtKJLLR8pV","Jul 13, 2021","3:56"
"190","https://i.scdn.co/image/ab67616d000048518fcb9839ce121f945e67d07d","https://open.spotify.com/track/2UcK3xgGDxPSyKzKqyPv0s","Girl in the Mirror","","Bebe Rexha","https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb","","","UglyDolls (Original Motion Picture Soundtrack)","https://open.spotify.com/album/27RUK36qlkCtwySz0pBQXq","Jul 13, 2021","2:38"
"191","https://i.scdn.co/image/ab67616d000048513d959a929b52a36362378ae3","https://open.spotify.com/track/5tqNWWiySiABLrGAvSWsO5","Is It Just Me? (feat. Charlie Puth)",",","Sasha Alex Sloan","https://open.spotify.com/artist/4xnihxcoXWK3UqryOSnbw5","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","Is It Just Me? (feat. Charlie Puth)","https://open.spotify.com/album/6602j3WLi4WLHAjwGWW6T3","Jul 13, 2021","2:34"
"192","https://i.scdn.co/image/ab67616d000048514e03a288fd79707055759f9c","https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE","Bad Habits","","Ed Sheeran","https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V","","","Bad Habits","https://open.spotify.com/album/01NhUvviMytvV12pmJiDZH","Jul 19, 2021","3:51"
"193","https://i.scdn.co/image/ab67616d00004851eb970c6e08ac03bcd56be288","https://open.spotify.com/track/3wCk9LASPqyp2VovekThtF","You (with Marshmello & Vance Joy)",", ,","benny blanco","https://open.spotify.com/artist/5CiGnKThu5ctn9pBxv7DGa","Marshmello","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T","FRIENDS KEEP SECRETS 2","https://open.spotify.com/album/7jainWomsRbTs5dGUOP21C","Jul 19, 2021","2:49"
"194","https://i.scdn.co/image/ab67616d0000485149e0134c686547c28b7c999f","https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa","Unstoppable","","Sia","https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN","","","This Is Acting","https://open.spotify.com/album/77jAfTh3KH9K2reMOmTgOh","Jul 19, 2021","3:37"
"195","https://i.scdn.co/image/ab67616d000048510276236d403fd127cbb3dd68","https://open.spotify.com/track/2h9TDNEXRhcDIV3fsoEVq9","What Other People Say",",","Sam Fischer","https://open.spotify.com/artist/6L1XC7NrmgWRlwAeLJvVtA","Demi Lovato","https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp","What Other People Say","https://open.spotify.com/album/0VzqGKZQDQLSse6W0hgABW","Jul 19, 2021","3:14"
"196","https://i.scdn.co/image/ab67616d000048515898a43f7024dcbe9c497cbb","https://open.spotify.com/track/1y0Ptl7dOU9sB3ISlJYYpU","Undo","","Sanna Nielsen","https://open.spotify.com/artist/3PvEhkL4pgu9glR6yOlYKK","","","Undo","https://open.spotify.com/album/4ikBXA3pX6kbcBUzuS9mLE","Jul 22, 2021","3:07"
"197","https://i.scdn.co/image/ab67616d00004851d7216897352a28fcd8ff7e57","https://open.spotify.com/track/2Qt3volK31SIYIgk4gfJdT","Louder","","Charice","https://open.spotify.com/artist/0AuZVHIr5WSEBbBLZwWwWc","","","Infinity","https://open.spotify.com/album/677BXv3yxd2fhiekObHHiR","Jul 25, 2021","3:01"
"198","https://i.scdn.co/image/ab67616d00004851a91c10fe9472d9bd89802e5a","https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH","drivers license","","Olivia Rodrigo","https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG","","","SOUR","https://open.spotify.com/album/6s84u2TUpR3wdUv4NgKA2j","Jul 26, 2021","4:02"
"199","https://i.scdn.co/image/ab67616d0000485102227ab33fb084d42b5f5163","https://open.spotify.com/track/02VOS5QRFc6i1XQVROAeDi","Here With Me","","Elina","https://open.spotify.com/artist/4K9OTkRXEFL6NDXFTqVmq9","","","Here With Me","https://open.spotify.com/album/2Lckft3XE6ElWoCny1h1Xo","Aug 1, 2021","3:16"
"200","https://i.scdn.co/image/ab67616d0000485180682041c5740cb07d38df58","https://open.spotify.com/track/7cpEhtddPd70q9a48mRvgz","Young","","Parachute","https://open.spotify.com/artist/2PCUhxD40qlMqsKHjTZD2e","","","Parachute","https://open.spotify.com/album/6Fptz4SGDZNLDIlOyUc4Vz","Aug 1, 2021","3:43"
"201","https://i.scdn.co/image/ab67616d000048512bfb97c135445f83927049ca","https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM","So Far Away (feat. Jamie Scott & Romy Dya)",", , ,","Martin Garrix","https://open.spotify.com/artist/60d24wfXkVzDSfLS6hyCjZ","David Guetta","https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai","So Far Away (feat. Jamie Scott & Romy Dya)","https://open.spotify.com/album/3jMnO9ehAlTTCxNeVMu1zY","Aug 1, 2021","3:03"
"202","https://i.scdn.co/image/ab67616d0000485168660713f06038cb98acc7a6","https://open.spotify.com/track/5TsrhifqosHBOAiqPYBXgZ","Numb","","Declan J Donovan","https://open.spotify.com/artist/6bh228LGC3eAzbplPWV02r","","","Numb","https://open.spotify.com/album/4xpeGMpks2WdkT0AdO51Xg","Aug 1, 2021","3:31"
"203","https://i.scdn.co/image/ab67616d0000485180682041c5740cb07d38df58","https://open.spotify.com/track/1nFJAKHt0jgzVogbNJT3Zz","Ocean","","Parachute","https://open.spotify.com/artist/2PCUhxD40qlMqsKHjTZD2e","","","Parachute","https://open.spotify.com/album/6Fptz4SGDZNLDIlOyUc4Vz","Aug 1, 2021","3:42"
"204","https://i.scdn.co/image/ab67616d0000485111294ddabe85c8df49ebe990","https://open.spotify.com/track/3YkhNMK7YcdkUSKM5nM3ur","The Nights","","Chlara","https://open.spotify.com/artist/39rKElzF7q6K4O2flycSEc","","","The Nights","https://open.spotify.com/album/3HB8IlJuG0cOxpp77kJdwx","Aug 1, 2021","3:42"
"205","https://i.scdn.co/image/ab67616d000048516f16729be224e7420b4982a7","https://open.spotify.com/track/2FkbeqpCrjjDdVH1SZgDo6","Broken","","Isak Danielson","https://open.spotify.com/artist/5ie2SvXgvXlTpyqkwLtSd7","","","Yours","https://open.spotify.com/album/3t31ldCb4oXOYSKXyGfaUA","Aug 1, 2021","3:36"
"206","https://i.scdn.co/image/ab67616d00004851f6fa4a75fccc308f26c726c6","https://open.spotify.com/track/7HacCTm33hZYYN8DXpCYuG","I Like It",",","Enrique Iglesias","https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw","Pitbull","https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg","Euphoria","https://open.spotify.com/album/5JNhQFH8HMKQWP4SITzdoc","Aug 2, 2021","3:51"
"207","https://i.scdn.co/image/ab67616d00004851f3c7e4934b8dd9eedf69e6e5","https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu","Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist","","Manu Pilas","https://open.spotify.com/artist/2TJHmhbmT7L3gw2NKyDTHh","","","Bella Ciao (Música Original de la Serie la Casa de Papel/ Money Heist)","https://open.spotify.com/album/05Ng00IfiS6xeyQX8WtjHU","Aug 2, 2021","2:19"
"208","https://i.scdn.co/image/ab67616d0000485166c3eb32692a0ae487079cf1","https://open.spotify.com/track/2CEgGE6aESpnmtfiZwYlbV","Dynamite","","Taio Cruz","https://open.spotify.com/artist/6MF9fzBmfXghAz953czmBC","","","The Rokstarr Hits Collection","https://open.spotify.com/album/0eGvq1J5Ke7VlLLOYIlY4k","Aug 3, 2021","3:22"
"209","https://i.scdn.co/image/ab67616d000048511ad07995b883e2094dc38d6f","https://open.spotify.com/track/6qYGUxPjQt5PJtWdiNppZx","So What","","P!nk","https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR","","","Funhouse","https://open.spotify.com/album/0wcuOAo2w5jxwp7N57QKNN","Aug 3, 2021","3:35"
"210","https://i.scdn.co/image/ab67616d000048516096de812d8aa1bd22ab0cf2","https://open.spotify.com/track/01DSvNTUsVROjnSF5j3UbD","Try","","P!nk","https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR","","","The Truth About Love","https://open.spotify.com/album/0pqKb2y8h2BWS46HMfmEgD","Aug 3, 2021","4:07"
"211","https://i.scdn.co/image/ab67616d00004851d41d1ad03557a33548cd8941","https://open.spotify.com/track/3veFQzlEOTpcGGIbYPKdYq","Love You Like A Love Song","","Selena Gomez & The Scene","https://open.spotify.com/artist/6dJeKm76NjfXBNTpHmOhfO","","","When the Sun Goes Down (Deluxe Edition)","https://open.spotify.com/album/3acnMNG6Um5zdLJgUOAKz8","Aug 3, 2021","3:08"
"212","https://i.scdn.co/image/ab67616d00004851bde344cc54eedc35050f4c61","https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9","Drive By","","Train","https://open.spotify.com/artist/3FUY2gzHeIiaesXtOAdB7A","","","California 37","https://open.spotify.com/album/5zseibu9WEsPaZmkJUMkz1","Aug 3, 2021","3:15"
"212","https://i.scdn.co/image/ab67616d00004851bde344cc54eedc35050f4c61","https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9","Drive By","Train","Aug 3, 2021","https://open.spotify.com/artist/3FUY2gzHeIiaesXtOAdB7A","3:15","","California 37","https://open.spotify.com/album/5zseibu9WEsPaZmkJUMkz1","",""
"213","https://i.scdn.co/image/ab67616d000048513c65085a58aae2cccd892cbe","https://open.spotify.com/track/48RrDBpOSSl1aLVCalGl5C","The Monster",",","Eminem","https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR","Rihanna","https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H","The Marshall Mathers LP2","https://open.spotify.com/album/3vOgbDjgsZBAPwV2M3bNOj","Aug 3, 2021","4:10"
"214","https://i.scdn.co/image/ab67616d000048514aea834a7b3878bd43a8a4b4","https://open.spotify.com/track/1CZOrmHUUjeDP7N2B4Ba6S","Bad Romance","","Lady Gaga","https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms","","","The Fame Monster (Explicit Version)","https://open.spotify.com/album/4Rt6psVqmhnvrZLEoHocb6","Aug 3, 2021","4:54"
"215","https://i.scdn.co/image/ab67616d00004851f6b55ca93bd33211227b502b","https://open.spotify.com/track/22PMfvdz35fFKYnJyMn077","Marry You","","Bruno Mars","https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C","","","Doo-Wops & Hooligans","https://open.spotify.com/album/1uyf3l2d4XYwiEqAb7t7fX","Aug 3, 2021","3:50"
"216","https://i.scdn.co/image/ab67616d00004851633a2d775747bccfbcb17a45","https://open.spotify.com/track/3rKYiySCDMUKTw5kGVVhaa","Marvin Gaye (feat. Meghan Trainor)",",","Charlie Puth","https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7","Meghan Trainor","https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz","Nine Track Mind","https://open.spotify.com/album/5Nwsra93UQYJ6xxcjcE10x","Aug 3, 2021","3:10"
"217","https://i.scdn.co/image/ab67616d00004851be58cd5a2dbe92c2b43cc713","https://open.spotify.com/track/2OlWBmSjf1aUPGLNf0UI5A","One Last Time","","Ariana Grande","https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR","","","My Everything (Deluxe)","https://open.spotify.com/album/5AMOKSM1ftb3opIbGT2d4q","Aug 3, 2021","3:17"
"218","https://i.scdn.co/image/ab67616d000048519519b1a9e2b552407e65b01a","https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy","Locked Away (feat. Adam Levine)",",","R. City","https://open.spotify.com/artist/4TH4BHy0LdBi3dpBW4P2UX","Adam Levine","https://open.spotify.com/artist/4bYPcJP5jwMhSivRcqie2n","What Dreams Are Made Of","https://open.spotify.com/album/4AUTMNSP56xicSznzKgzjB","Aug 3, 2021","3:47"
"219","https://i.scdn.co/image/ab67616d00004851a19be7aca4a1fcd6e8a42c62","https://open.spotify.com/track/3CCyVdprlcXui4ZwMw1hNS","I Took A Pill In Ibiza","","Mike Posner","https://open.spotify.com/artist/2KsP6tYLJlTBvSUxnwlVWa","","","At Night, Alone.","https://open.spotify.com/album/1Tz3Ai1guEFf4hV3d9i17K","Aug 3, 2021","4:40"
"220","https://i.scdn.co/image/ab67616d00004851ae7012fce99c2b2345b54f30","https://open.spotify.com/track/4E5P1XyAFtrjpiIxkydly4","Replay","","Iyaz","https://open.spotify.com/artist/5tKXB9uuebKE34yowVaU3C","","","Replay","https://open.spotify.com/album/44hyrGuZKAvITbmrlhryf8","Aug 3, 2021","3:02"
"221","https://i.scdn.co/image/ab67616d0000485105e4408393e1c81a8ab1bf26","https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y","Tequila","","Dan + Shay","https://open.spotify.com/artist/7z5WFjZAIYejWy0NI5lv4T","","","Dan + Shay","https://open.spotify.com/album/0g1F5eGVwX4Sxi1n8ojPkE","Aug 3, 2021","3:16"
"222","https://i.scdn.co/image/ab67616d00004851f9c6a9f955209705ebfd78ca","https://open.spotify.com/track/2gZwBmkSmsVfEPFWGuWTDk","Best Is Yet To Come (with Kyle Reynolds)",",","Gryffin","https://open.spotify.com/artist/2ZRQcIgzPCVaT9XKhXZIzh","Kyle Reynolds","https://open.spotify.com/artist/5yhR0OqJhkbQ2y76XUte3R","Best Is Yet To Come (with Kyle Reynolds)","https://open.spotify.com/album/2YNA1Y8T91S15TPTzMCaFx","Aug 3, 2021","3:35"
"223","https://i.scdn.co/image/ab67616d00004851871d85943145dde548f4ae09","https://open.spotify.com/track/3bC1ahPIYt1btJzSSEyyrF","Whistle","","Flo Rida","https://open.spotify.com/artist/0jnsk9HBra6NMjO2oANoPY","","","Wild Ones","https://open.spotify.com/album/7eLwoxxWs6lfkVYJGkGNbk","Aug 4, 2021","3:44"
"224","https://i.scdn.co/image/ab67616d00004851fda0f2adec40250bea55101b","https://open.spotify.com/track/5cCAZS9VhLGEDV4NCfieeg","I Wanna Go","","Britney Spears","https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4","","","Femme Fatale (Deluxe Version)","https://open.spotify.com/album/0oFBaXLFsUVa2gEmJf4FcJ","Aug 4, 2021","3:30"
"225","https://i.scdn.co/image/ab67616d00004851d355c4cf741193b97849af1a","https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM","Born To Be Yours",",","Kygo","https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4","Imagine Dragons","https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q","Born To Be Yours","https://open.spotify.com/album/31J0UqxAkl9utyC0L59Mae","Aug 5, 2021","3:13"
"226","https://i.scdn.co/image/ab67616d000048517e957714488104947de6a5e8","https://open.spotify.com/track/73RTbo2nzGjuhuAPqj3AgB","Where Have You Gone (Anywhere)","","Lucas & Steve","https://open.spotify.com/artist/5wwneIFdawNgQ7GvKK29Z3","","","Letters To Remember","https://open.spotify.com/album/5ewnC9DmcClqT2cqKvvNCe","Aug 5, 2021","2:38"
"227","https://i.scdn.co/image/ab67616d00004851f33ba583059dc2f7d08bf2b8","https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU","Silence",",","Marshmello","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T","Khalid","https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny","Silence","https://open.spotify.com/album/2bw00gRKNKbTFOqCkohbSh","Aug 5, 2021","3:00"
"228","https://i.scdn.co/image/ab67616d000048514f5e1977bd05425f3ea1a2bf","https://open.spotify.com/track/7dOeiXeTSfA1ixaYmQcWu7","Rich Love (with Seeb)",",","OneRepublic","https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ","Seeb","https://open.spotify.com/artist/5iNrZmtVMtYev5M9yoWpEq","Rich Love","https://open.spotify.com/album/0fLgNovzjpxE13hCIWa0sL","Aug 5, 2021","3:21"
